wine,link,pontuação,avaliações,volume
Manz Platónico Tinto 2014,https://wine.com.br/vinhos/manz-platonico-tinto-2014/prod18058.html,,(1),750.00 ml
Root: 1 Casablanca Valley Pinot Noir 2016,https://wine.com.br/vinhos/root-1-casablanca-valley-pinot-noir-2016/prod18040.html,,(32),750.00 ml
Canepa Genovino D.O. Valle del Maipo Cabernet Sauvignon 2014,https://wine.com.br/vinhos/canepa-genovino-d-o-valle-del-maipo-cabernet-sauvignon-2014/prod18006.html,,(8),750.00 ml
Mancura Leyenda de Los Andes Gran Reserva Casablanca Costa Valley Blend 2012,https://wine.com.br/vinhos/mancura-leyenda-de-los-andes-gran-reserva-casablanca-costa-valley-blend-2012/prod17904.html,,(43),750.00 ml
Beni di Batasiolo D.O.C.G. Barolo 2008,https://wine.com.br/vinhos/beni-di-batasiolo-d-o-c-g-barolo-2008/prod18031.html,,(8),750.00 ml
Espumante Fantini Gran Cuvée Swarovski Rosé Brut,https://wine.com.br/vinhos/espumante-fantini-gran-cuvee-swarovski-rose-brut/prod17906.html,,(13),750.00 ml
Ritual Casablanca Valley Pinot Noir 2015,https://wine.com.br/vinhos/ritual-casablanca-valley-pinot-noir-2015/prod17986.html,,(10),750.00 ml
Frei Brothers Reserve Alexander Valley Cabernet Sauvignon 2014,https://wine.com.br/vinhos/frei-brothers-reserve-alexander-valley-cabernet-sauvignon-2014/prod18042.html,,(4),750.00 
Château Lagrave A.O.C. Haut-Médoc 2014,https://wine.com.br/vinhos/chateau-lagrave-a-o-c-haut-medoc-2014/prod17984.html,,(39),750.00 ml
Finca La Chamiza Martín Alsina Valle de Uco Cabernet Sauvignon 2015,https://wine.com.br/vinhos/finca-la-chamiza-martin-alsina-valle-de-uco-cabernet-sauvignon-2015/prod17960.html,,(5),750.00 ml
Mancura Leyenda de Los Andes Gran Reserva Maipo Andes Valley Blend 2013,https://wine.com.br/vinhos/mancura-leyenda-de-los-andes-gran-reserva-maipo-andes-valley-blend-2013/prod17903.html,,(38),750.00 ml
Grifoll Declara 3 D.O. Montsant 2016,https://wine.com.br/vinhos/grifoll-declara-3-d-o-montsant-2016/prod17964.html,,(8),750.00 ml
Crios De Susana Balbo Malbec 2016,https://wine.com.br/vinhos/crios-de-susana-balbo-malbec-2016/prod18100.html,,,750.00 ml
Trapiche Vineyards Malbec 2017,https://wine.com.br/vinhos/trapiche-vineyards-malbec-2017/prod18084.html,,,750.00 ml
Finca La Chamiza Polo Amateur Mendoza Chardonnay 2017,https://wine.com.br/vinhos/finca-la-chamiza-polo-amateur-mendoza-chardonnay-2017/prod18024.html,,(22),750.00 ml
Manz Dona Fátima Cheleiros Jampal 2014,https://wine.com.br/vinhos/manz-dona-fatima-cheleiros-jampal-2014/prod18062.html,,(1),750.00 ml
Partridge Unfiltered Sauvignon Blanc 2017,https://wine.com.br/vinhos/partridge-unfiltered-sauvignon-blanc-2017/prod18029.html,,(6),750.00 ml
Corello D.O.C. Salice Salentino 2016,https://wine.com.br/vinhos/corello-d-o-c-salice-salentino-2016/prod18023.html,,(48),750.00 ml
Las Perdices Reserva Malbec 2015,https://wine.com.br/vinhos/las-perdices-reserva-malbec-2015/prod18039.html,,(1),750.00 ml
Manz D.O.C. Douro Tinto 2014,https://wine.com.br/vinhos/manz-d-o-c-douro-tinto-2014/prod18060.html,,,"
          "
Frei Brothers Reserve Chardonnay 2015,https://wine.com.br/vinhos/frei-brothers-reserve-chardonnay-2015/prod18043.html,,(1),750.00 ml
Pajzos Ladiva S Tokaj Hárslevelü 2015,https://wine.com.br/vinhos/pajzos-ladiva-s-tokaj-harslevelu-2015/prod17966.html,,(2),750.00 ml
Baron Philippe de Rothschild Reserva Valle Central Cabernet Sauvignon 2016,https://wine.com.br/vinhos/baron-philippe-de-rothschild-reserva-valle-central-cabernet-sauvignon-2016/prod17905.html,,(2),750.00 ml
Château Cap d`Or A.O.C. Saint-Georges Saint-Émilion 2014,https://wine.com.br/vinhos/chateau-cap-d-or-a-o-c-saint-georges-saint-emilion-2014/prod17908.html,,(9),750.00 ml
Calyptra Assemblage Gran Reserva D.O. Valle de Alto Cachapoal 2012,https://wine.com.br/vinhos/calyptra-assemblage-gran-reserva-d-o-valle-de-alto-cachapoal-2012/prod17962.html,,(4),750.00 ml
Grifoll Declara Rosa del Montsant D.O. Montsant 2016,https://wine.com.br/vinhos/grifoll-declara-rosa-del-montsant-d-o-montsant-2016/prod17963.html,,(9),750.00 ml
Calyptra Vivendo Reserva D.O. Alto Valle del Cachapoal Sauvignon Blanc 2015,https://wine.com.br/vinhos/calyptra-vivendo-reserva-d-o-alto-valle-del-cachapoal-sauvignon-blanc-2015/prod17972.html,,(3),750.00 ml
Antigal Estímulo Mendoza Cabernet Sauvignon 2016,https://wine.com.br/vinhos/antigal-estimulo-mendoza-cabernet-sauvignon-2016/prod17911.html,,(30),750.00 ml
Pajzos Ladiva T Tokaj Furmint 2016,https://wine.com.br/vinhos/pajzos-ladiva-t-tokaj-furmint-2016/prod17965.html,,(6),750.00 ml
Paine Syrah 2017,https://wine.com.br/vinhos/paine-syrah-2017/prod17974.html,,(19),750.00 ml
Manz Contador de Estórias Tinto 2011,https://wine.com.br/vinhos/manz-contador-de-estorias-tinto-2011/prod18059.html,,(2),750.00 ml
Bridlewood Paso Robles Cabernet Sauvignon 2015,https://wine.com.br/vinhos/bridlewood-paso-robles-cabernet-sauvignon-2015/prod18041.html,,(2),750.00 ml
William Hill Central Coast Cabernet Sauvignon 2015,https://wine.com.br/vinhos/william-hill-central-coast-cabernet-sauvignon-2015/prod18044.html,,(5),750.00 ml
Espumante Grandin Grande Réserve Brut,https://wine.com.br/vinhos/espumante-grandin-grande-reserve-brut/prod18009.html,,(1),750.00 ml
Ritual Casablanca Valley Sauvignon Blanc 2015,https://wine.com.br/vinhos/ritual-casablanca-valley-sauvignon-blanc-2015/prod17987.html,,(7),750.00 ml
Altos de José Ignacio Reserva Marselan 2015,https://wine.com.br/vinhos/altos-de-jose-ignacio-reserva-marselan-2015/prod18036.html,,(74),750.00 ml
Salton Classic Bonarda Merlot Tempranillo,https://wine.com.br/vinhos/salton-classic-bonarda-merlot-tempranillo/prod18048.html,,(2),750.00 ml
Manz Penedo Do Lexim Cheleiros Tinto 2015,https://wine.com.br/vinhos/manz-penedo-do-lexim-cheleiros-tinto-2015/prod18057.html,,(1),750.00 ml
Château Leboscq Cru Bourgeois A.O.C. Médoc 2013,https://wine.com.br/vinhos/chateau-leboscq-cru-bourgeois-a-o-c-medoc-2013/prod17985.html,,(33),750.00 ml
Salton Paradoxo Merlot 2014,https://wine.com.br/vinhos/salton-paradoxo-merlot-2014/prod17897.html,,(3),750.00 ml
Mateus Signature D.O.C. Douro 2016,https://wine.com.br/vinhos/mateus-signature-d-o-c-douro-2016/prod17975.html,,(43),750.00 ml
Viña Canepa Finísimo Gran Reserva Valle de Colchagua Cabernet Sauvignon 2016,https://wine.com.br/vinhos/vina-canepa-finisimo-gran-reserva-valle-de-colchagua-cabernet-sauvignon-2016/prod17971.html,,(18),750.00 ml
Terrazas de los Andes Altos del Plata Mendoza Cabernet Sauvignon 2015,https://wine.com.br/vinhos/terrazas-de-los-andes-altos-del-plata-mendoza-cabernet-sauvignon-2015/prod17958.html,,,750.00 ml
Tarapacá Cosecha Chardonnay 2017,https://wine.com.br/vinhos/tarapaca-cosecha-chardonnay-2017/prod17899.html,,,750.00 ml
Salton Paradoxo Cabernet Sauvignon 2014,https://wine.com.br/vinhos/salton-paradoxo-cabernet-sauvignon-2014/prod17896.html,,(4),750.00 ml
Salton Classic Merlot 2015,https://wine.com.br/vinhos/salton-classic-merlot-2015/prod17895.html,,,750.00 ml
Paine Carménère 2017,https://wine.com.br/vinhos/paine-carmenere-2017/prod17973.html,,(5),750.00 ml
Gran Tarapacá Reserva Carménère 2016 375 ml,https://wine.com.br/vinhos/gran-tarapaca-reserva-carmenere-2016-375-ml/prod17878.html,,,375.00 ml
Cava Negra Malbec 2016 375ml,https://wine.com.br/vinhos/cava-negra-malbec-2016-375ml/prod17845.html,,,375.00 ml
Quinta do Cardo D.O.C. Beira Interior Síria Branco 2016,https://wine.com.br/vinhos/quinta-do-cardo-d-o-c-beira-interior-siria-branco-2016/prod17859.html,,(4),750.00 ml
Ropiteau Frères Les Plants Nobles Pinot Noir 2016,https://wine.com.br/vinhos/ropiteau-freres-les-plants-nobles-pinot-noir-2016/prod17836.html,,(49),750.00 ml
Viu Manent Malbec Gran Reserva 2014,https://wine.com.br/vinhos/viu-manent-malbec-gran-reserva-2014/prod17864.html,,,750.00 ml
Finca La Chamiza Legend of Polo Winemaker's Selection Mendoza Malbec 2015,https://wine.com.br/vinhos/finca-la-chamiza-legend-of-polo-winemaker-s-selection-mendoza-malbec-2015/prod17885.html,,(2),750.00 ml
Tarapacá Cosecha Carménère 2016,https://wine.com.br/vinhos/tarapaca-cosecha-carmenere-2016/prod17877.html,,,750.00 ml
Root:1 Reserva Maipo Valley Cabernet Sauvignon 2016,https://wine.com.br/vinhos/root-1-reserva-maipo-valley-cabernet-sauvignon-2016/prod17854.html,,(36),750.00 ml
"Champagne Jacquart Mosaïque Rosé Brut 1,5 L",https://wine.com.br/vinhos/champagne-jacquart-mosaique-rose-brut-1-5-l/prod17861.html,,,1500.00 ml
"Herdade da Farizoa Reserva D.O.C. Alentejo 2013 1,5 L",https://wine.com.br/vinhos/herdade-da-farizoa-reserva-d-o-c-alentejo-2013-1-5-l/prod17839.html,,,1.50 L
Crasto Superior Tinto 2014,https://wine.com.br/vinhos/crasto-superior-tinto-2014/prod17813.html,,,750.00 ml
Esporão Alandra Branco 2016,https://wine.com.br/vinhos/esporao-alandra-branco-2016/prod17795.html,,,750.00 ml
Suolo Rosso D.O.P. Primitivo di Manduria 2015,https://wine.com.br/vinhos/suolo-rosso-d-o-p-primitivo-di-manduria-2015/prod17785.html,,(12),750.00 ml
Calyptra Vivendo Reserva Rosé 2016,https://wine.com.br/vinhos/calyptra-vivendo-reserva-rose-2016/prod17824.html,,(3),750.00 ml
Maycas del Limarí Reserva Especial Syrah 2014,https://wine.com.br/vinhos/maycas-del-limari-reserva-especial-syrah-2014/prod17825.html,,(11),750.00 ml
Terra d`Uro Selección D.O. Toro 2011,https://wine.com.br/vinhos/terra-d-uro-seleccion-d-o-toro-2011/prod17786.html,,,750.00 ml
"Artefacto Tinto 2016 1,5 L",https://wine.com.br/vinhos/artefacto-tinto-2016-1-5-l/prod17812.html,,(3),1.50 L
Bridlewood Monterey County Pinot Noir 2014,https://wine.com.br/vinhos/bridlewood-monterey-county-pinot-noir-2014/prod17820.html,,(7),750.00 ml
Esporão Assobio D.O.C. Douro 2015,https://wine.com.br/vinhos/esporao-assobio-d-o-c-douro-2015/prod17799.html,,,750.00 ml
Antigal Estímulo Mendoza Malbec 2016,https://wine.com.br/vinhos/antigal-estimulo-mendoza-malbec-2016/prod17910.html,,(40),750.00 
Canepa Finísimo Gran Reserva Carménère 2016,https://wine.com.br/vinhos/canepa-finisimo-gran-reserva-carmenere-2016/prod17970.html,,(7),750.00 ml
Château Bellevue Laffont A.O.C. Listrac-Médoc 2015,https://wine.com.br/vinhos/chateau-bellevue-laffont-a-o-c-listrac-medoc-2015/prod17909.html,,(4),750.00 ml
Cava Negra Chardonnay 2016 375ml,https://wine.com.br/vinhos/cava-negra-chardonnay-2016-375ml/prod17844.html,,,375.00 ml
Espumante Fantinel The Independent Rosé Brut 2016,https://wine.com.br/vinhos/espumante-fantinel-the-independent-rose-brut-2016/prod17834.html,,(13),750.00 ml
Las Perdices Malbec 2015,https://wine.com.br/vinhos/las-perdices-malbec-2015/prod17843.html,,,750.00 ml
Viu Manent Secreto Viognier 2014,https://wine.com.br/vinhos/viu-manent-secreto-viognier-2014/prod17851.html,,,750.00 ml
Burmester Lbv Porto 2012 - Sem Cartucho,https://wine.com.br/vinhos/burmester-lbv-porto-2012-sem-cartucho/prod17860.html,,,750.00 ml
Tarapacá Gran Reserva Chardonnay 2016,https://wine.com.br/vinhos/tarapaca-gran-reserva-chardonnay-2016/prod17880.html,,,750.00 ml
Partridge Unfiltered Pinot Gris 2017,https://wine.com.br/vinhos/partridge-unfiltered-pinot-gris-2017/prod17794.html,,(14),750.00 ml
Urmeneta Sauvignon Blanc 2017,https://wine.com.br/vinhos/urmeneta-sauvignon-blanc-2017/prod17886.html,,(5),750.00 ml
Quinta do Portal Trevo Vinho Verde 2016,https://wine.com.br/vinhos/quinta-do-portal-trevo-vinho-verde-2016/prod17802.html,,(3),750.00 ml
Mirassou Califórnia Pinot Grigio 2016,https://wine.com.br/vinhos/mirassou-california-pinot-grigio-2016/prod17849.html,,(8),750.00 ml
Prova Régia Reserva D.O.C. Bucelas 2016,https://wine.com.br/vinhos/prova-regia-reserva-d-o-c-bucelas-2016/prod17866.html,,(1),750.00 ml
Partridge Selección de Barricas Malbec Blend 2014,https://wine.com.br/vinhos/partridge-seleccion-de-barricas-malbec-blend-2014/prod17793.html,,(26),750.00 ml
Gran Tarapacá Reserva Merlot 2016,https://wine.com.br/vinhos/gran-tarapaca-reserva-merlot-2016/prod17879.html,,,750.00 ml
Maison Foucher Le Mont A.O.C. Sancerre Rouge 2015,https://wine.com.br/vinhos/maison-foucher-le-mont-a-o-c-sancerre-rouge-2015/prod17810.html,,(1),750.00 ml
Ventisquero Reserva Syrah 2015,https://wine.com.br/vinhos/ventisquero-reserva-syrah-2015/prod17868.html,,,750.00 ml
Fantinel Selezione di Famiglia D.O.C. Friuli Grave Merlot 2015,https://wine.com.br/vinhos/fantinel-selezione-di-famiglia-d-o-c-friuli-grave-merlot-2015/prod17827.html,,(1),750.00 ml
Maison Foucher Le Point du Jour A.O.C. Rosé DAnjou 2016,https://wine.com.br/vinhos/maison-foucher-le-point-du-jour-a-o-c-rose-danjou-2016/prod17806.html,,(6),750.00 ml
Artefacto Tinto 2016,https://wine.com.br/vinhos/artefacto-tinto-2016/prod17811.html,,(14),750.00 ml
Frei Brothers Reserve Russian River Pinot Noir 2014,https://wine.com.br/vinhos/frei-brothers-reserve-russian-river-pinot-noir-2014/prod17819.html,,(1),750.00 ml
Terra d'Uro D.O. Toro Verdejo 2016,https://wine.com.br/vinhos/terra-d-uro-d-o-toro-verdejo-2016/prod17787.html,,(4),750.00 ml
Finca Constancia Parcela 52 Single Vineyard Verdejo 2016,https://wine.com.br/vinhos/finca-constancia-parcela-52-single-vineyard-verdejo-2016/prod17764.html,,(4),750.00 ml
Lidio Carraro Elos Touriga Nacional Tannat 2012,https://wine.com.br/vinhos/lidio-carraro-elos-touriga-nacional-tannat-2012/prod17814.html,,(1),750.00 ml
Santa Helena Reservado Cabernet Sauvignon 2016,https://wine.com.br/vinhos/santa-helena-reservado-cabernet-sauvignon-2016/prod17773.html,,,750.00 ml
Maison Foucher Le Champ Vallin A.O.C. Touraine 2015,https://wine.com.br/vinhos/maison-foucher-le-champ-vallin-a-o-c-touraine-2015/prod17808.html,,(4),750.00 ml
Tenuta Sant'Antonio La Bandina D.O.C. Valpolicella Superiore 2013,https://wine.com.br/vinhos/tenuta-sant-antonio-la-bandina-d-o-c-valpolicella-superiore-2013/prod17826.html,,(1),750.00 ml
Esporão Alandra Tinto 2016 375 ml,https://wine.com.br/vinhos/esporao-alandra-tinto-2016-375-ml/prod17798.html,,,375.00 ml
Porca de Murça Branco 2016,https://wine.com.br/vinhos/porca-de-murca-branco-2016/prod17801.html,,,750.00 ml
Mirassou Califórnia Sauvignon Blanc 2016,https://wine.com.br/vinhos/mirassou-california-sauvignon-blanc-2016/prod17850.html,,(2),750.00 ml
Santa Carolina Reservado Cabernet Sauvignon 2016,https://wine.com.br/vinhos/santa-carolina-reservado-cabernet-sauvignon-2016/prod17852.html,,(1),750.00 ml
Altivo Classic Mendoza Tempranillo 2017,https://wine.com.br/vinhos/altivo-classic-mendoza-tempranillo-2017/prod17838.html,,(3),750.00 ml
Caleo Montepulciano D`Abruzzo DOC 2016,https://wine.com.br/vinhos/caleo-montepulciano-d-abruzzo-doc-2016/prod17776.html,,,750.00 ml
Lagarde Altas Cumbres Mendoza Cabernet Sauvignon 2015,https://wine.com.br/vinhos/lagarde-altas-cumbres-mendoza-cabernet-sauvignon-2015/prod17822.html,,,750.00 ml
Terrazas de Los Andes Single Vineyard Malbec 2013,https://wine.com.br/vinhos/terrazas-de-los-andes-single-vineyard-malbec-2013/prod17884.html,,,750.00 ml
Canace I.G.P. Puglia Nero di Troia 2013,https://wine.com.br/vinhos/canace-i-g-p-puglia-nero-di-troia-2013/prod17784.html,,(22),750.00 ml
Canepa Novísimo Rosé 2017,https://wine.com.br/vinhos/canepa-novisimo-rose-2017/prod17792.html,,(10),750.00 ml
Ropiteau Frères Les Plants Nobles Chardonnay 2016,https://wine.com.br/vinhos/ropiteau-freres-les-plants-nobles-chardonnay-2016/prod17837.html,,(14),750.00 ml
Partridge Reserva Pinot Noir 2015,https://wine.com.br/vinhos/partridge-reserva-pinot-noir-2015/prod17797.html,,(16),750.00 ml
Partridge Gran Reserva Mendoza Cabernet Sauvignon 2015,https://wine.com.br/vinhos/partridge-gran-reserva-mendoza-cabernet-sauvignon-2015/prod17796.html,,(8),750.00 ml
Carpineto Originale I.G.T. Toscano Rosso,https://wine.com.br/vinhos/carpineto-originale-i-g-t-toscano-rosso/prod17818.html,,(34),750.00 ml
Maison Foucher Les Tuffeaux A.O.C. Saumur-Champigny 2015,https://wine.com.br/vinhos/maison-foucher-les-tuffeaux-a-o-c-saumur-champigny-2015/prod17809.html,,(3),750.00 ml
Canepa Reserva Famiglia Carménère 2016,https://wine.com.br/vinhos/canepa-reserva-famiglia-carmenere-2016/prod17791.html,,,"
          "
Calyptra Gran Reserva Chardonnay 2013,https://wine.com.br/vinhos/calyptra-gran-reserva-chardonnay-2013/prod17823.html,,,750.00 ml
Stark-Condé W.O. Coastal Region Syrah 2014,https://wine.com.br/vinhos/stark-conde-w-o-coastal-region-syrah-2014/prod17685.html,,(6),750.00 ml
Bodegas Emilio Moro Finca Resalso 2015,https://wine.com.br/vinhos/bodegas-emilio-moro-finca-resalso-2015/prod17703.html,,,"
          "
Maison Louis Latour Cuvée Latour A.O.C. Bourgogne Blanc 2015 375 ml,https://wine.com.br/vinhos/maison-louis-latour-cuvee-latour-a-o-c-bourgogne-blanc-2015-375-ml/prod17655.html,,,375.00 ml
Torres Altos Ibéricos D.O.Ca. Rioja Parcelas de Graciano 2014,https://wine.com.br/vinhos/torres-altos-ibericos-d-o-ca-rioja-parcelas-de-graciano-2014/prod17649.html,,(4),750.00 ml
The Grail W.O. Elgin Pinot Noir 2015,https://wine.com.br/vinhos/the-grail-w-o-elgin-pinot-noir-2015/prod17684.html,,(4),750.00 ml
Altivo Classic Mendoza Rosé 2017,https://wine.com.br/vinhos/altivo-classic-mendoza-rose-2017/prod17683.html,,(10),750.00 ml
Champagne Krug Grande Cuvée Brut 375 Ml,https://wine.com.br/vinhos/champagne-krug-grande-cuvee-brut-375-ml/prod17663.html,,,375.00 ml
Cannon Falls Blend 2016,https://wine.com.br/vinhos/cannon-falls-blend-2016/prod17666.html,,(51),750.00 ml
Serras de Azeitão Seleção do Enólogo Tinto 2016,https://wine.com.br/vinhos/serras-de-azeitao-selecao-do-enologo-tinto-2016/prod17651.html,,(19),750.00 ml
Gazzerotta I.G.T. Terre Siciliane Nero d'Avola 2014,https://wine.com.br/vinhos/gazzerotta-i-g-t-terre-siciliane-nero-d-avola-2014/prod17840.html,,(2),750.00 ml
"PI 3,1415 Garnacha Blanca 2015",https://wine.com.br/vinhos/pi-3-1415-garnacha-blanca-2015/prod17835.html,,(1),750.00 ml
Quinta da Romeira Prova Régia Arinto 2016 375 ml,https://wine.com.br/vinhos/quinta-da-romeira-prova-regia-arinto-2016-375-ml/prod17867.html,,(1),375.00 ml
Gran Tarapacá Reserva Chardonnay 2016,https://wine.com.br/vinhos/gran-tarapaca-reserva-chardonnay-2016/prod17874.html,,,750.00 ml
Viu Manent Cabernet Sauvignon Reserva Estate Collection 2015,https://wine.com.br/vinhos/viu-manent-cabernet-sauvignon-reserva-estate-collection-2015/prod17863.html,,,750.00 ml
Susana Balbo BenMarco Valle de Uco Cabernet Sauvignon 2014,https://wine.com.br/vinhos/susana-balbo-benmarco-valle-de-uco-cabernet-sauvignon-2014/prod17846.html,,(1),750.00 ml
Susana Balbo Crios Malbec Rosé 2017,https://wine.com.br/vinhos/susana-balbo-crios-malbec-rose-2017/prod17848.html,,,750.00 ml
Lidio Carraro Agnus Merlot 2016,https://wine.com.br/vinhos/lidio-carraro-agnus-merlot-2016/prod17815.html,,,750.00 ml
Canepa Finísimo Gran Reserva Carménère 2015,https://wine.com.br/vinhos/canepa-finisimo-gran-reserva-carmenere-2015/prod17790.html,,(2),750.00 ml
JP Moscatel de Setubal DOC 2013,https://wine.com.br/vinhos/jp-moscatel-de-setubal-doc-2013/prod17662.html,,,750.00 ml
Cannon Falls Selection Syrah 2016,https://wine.com.br/vinhos/cannon-falls-selection-syrah-2016/prod17665.html,,(36),750.00 ml
Dark Horse The Original California Cabernet Sauvignon 2015,https://wine.com.br/vinhos/dark-horse-the-original-california-cabernet-sauvignon-2015/prod17679.html,,(51),750.00 ml
Dark Horse The Original California Merlot 2015,https://wine.com.br/vinhos/dark-horse-the-original-california-merlot-2015/prod17678.html,,(37),750.00 ml
Bacalhôa JP Azeitão Seleção do Enólogo Tinto 2016,https://wine.com.br/vinhos/bacalhoa-jp-azeitao-selecao-do-enologo-tinto-2016/prod17652.html,,(15),750.00 ml
Partridge Gran Reserva Malbec 2015,https://wine.com.br/vinhos/partridge-gran-reserva-malbec-2015/prod17658.html,,(19),750.00 ml
BenMarco Malbec 2014,https://wine.com.br/vinhos/benmarco-malbec-2014/prod17656.html,,(1),750.00 ml
Neethlingshof Estate Chenin Blanc 2017,https://wine.com.br/vinhos/neethlingshof-estate-chenin-blanc-2017/prod17668.html,,(6),750.00 ml
